location,date,origin,entries
Rennes les champs libres,2012-05-13 17:00,rdc retour,25
Rennes les champs libres,2012-05-13 17:00,rdc 2,5
Rennes les champs libres,2012-05-13 17:00,rdc 3,231
Rennes les champs libres,2012-05-13 17:00,rdc 4,64
Rennes les champs libres,2012-05-13 17:00,rdc vie du citoyen,90
Rennes les champs libres,2012-05-13 17:00,1er etage vie du citoyen,28
Rennes les champs libres,2012-05-13 18:00,rdc retour,16
Rennes les champs libres,2012-05-13 18:00,rdc 2,8
Rennes les champs libres,2012-05-13 18:00,rdc 3,117
Rennes les champs libres,2012-05-13 18:00,rdc 4,36
Rennes les champs libres,2012-05-13 18:00,rdc vie du citoyen,52
Rennes les champs libres,2012-05-13 18:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-05-15 12:00,rdc retour,18
Rennes les champs libres,2012-05-15 12:00,rdc 2,4
Rennes les champs libres,2012-05-15 12:00,rdc 3,154
Rennes les champs libres,2012-05-15 12:00,rdc 4,38
Rennes les champs libres,2012-05-15 12:00,rdc vie du citoyen,54
Rennes les champs libres,2012-05-15 12:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-05-15 13:00,rdc retour,18
Rennes les champs libres,2012-05-15 13:00,rdc 2,3
Rennes les champs libres,2012-05-15 13:00,rdc 3,155
Rennes les champs libres,2012-05-15 13:00,rdc 4,40
Rennes les champs libres,2012-05-15 13:00,rdc vie du citoyen,62
Rennes les champs libres,2012-05-15 13:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-05-15 14:00,rdc retour,27
Rennes les champs libres,2012-05-15 14:00,rdc 2,8
Rennes les champs libres,2012-05-15 14:00,rdc 3,212
Rennes les champs libres,2012-05-15 14:00,rdc 4,114
Rennes les champs libres,2012-05-15 14:00,rdc vie du citoyen,58
Rennes les champs libres,2012-05-15 14:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-05-15 15:00,rdc retour,11
Rennes les champs libres,2012-05-15 15:00,rdc 2,9
Rennes les champs libres,2012-05-15 15:00,rdc 3,186
Rennes les champs libres,2012-05-15 15:00,rdc 4,72
Rennes les champs libres,2012-05-15 15:00,rdc vie du citoyen,83
Rennes les champs libres,2012-05-15 15:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-05-15 16:00,rdc retour,17
Rennes les champs libres,2012-05-15 16:00,rdc 2,3
Rennes les champs libres,2012-05-15 16:00,rdc 3,191
Rennes les champs libres,2012-05-15 16:00,rdc 4,64
Rennes les champs libres,2012-05-15 16:00,rdc vie du citoyen,72
Rennes les champs libres,2012-05-15 16:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-15 17:00,rdc retour,18
Rennes les champs libres,2012-05-15 17:00,rdc 2,5
Rennes les champs libres,2012-05-15 17:00,rdc 3,199
Rennes les champs libres,2012-05-15 17:00,rdc 4,58
Rennes les champs libres,2012-05-15 17:00,rdc vie du citoyen,81
Rennes les champs libres,2012-05-15 17:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-15 18:00,rdc retour,16
Rennes les champs libres,2012-05-15 18:00,rdc 2,3
Rennes les champs libres,2012-05-15 18:00,rdc 3,174
Rennes les champs libres,2012-05-15 18:00,rdc 4,41
Rennes les champs libres,2012-05-15 18:00,rdc vie du citoyen,55
Rennes les champs libres,2012-05-15 18:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-15 19:00,rdc retour,9
Rennes les champs libres,2012-05-15 19:00,rdc 2,2
Rennes les champs libres,2012-05-15 19:00,rdc 3,173
Rennes les champs libres,2012-05-15 19:00,rdc 4,37
Rennes les champs libres,2012-05-15 19:00,rdc vie du citoyen,30
Rennes les champs libres,2012-05-15 19:00,1er etage vie du citoyen,5
Rennes les champs libres,2012-05-15 20:00,rdc retour,7
Rennes les champs libres,2012-05-15 20:00,rdc 2,5
Rennes les champs libres,2012-05-15 20:00,rdc 3,45
Rennes les champs libres,2012-05-15 20:00,rdc 4,25
Rennes les champs libres,2012-05-15 20:00,rdc vie du citoyen,13
Rennes les champs libres,2012-05-15 20:00,1er etage vie du citoyen,2
Rennes les champs libres,2012-05-16 12:00,rdc retour,14
Rennes les champs libres,2012-05-16 12:00,rdc 2,1
Rennes les champs libres,2012-05-16 12:00,rdc 3,133
Rennes les champs libres,2012-05-16 12:00,rdc 4,41
Rennes les champs libres,2012-05-16 12:00,rdc vie du citoyen,52
Rennes les champs libres,2012-05-16 12:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-05-16 13:00,rdc retour,18
Rennes les champs libres,2012-05-16 13:00,rdc 2,1
Rennes les champs libres,2012-05-16 13:00,rdc 3,180
Rennes les champs libres,2012-05-16 13:00,rdc 4,48
Rennes les champs libres,2012-05-16 13:00,rdc vie du citoyen,55
Rennes les champs libres,2012-05-16 13:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-05-16 14:00,rdc retour,27
Rennes les champs libres,2012-05-16 14:00,rdc 2,1
Rennes les champs libres,2012-05-16 14:00,rdc 3,229
Rennes les champs libres,2012-05-16 14:00,rdc 4,47
Rennes les champs libres,2012-05-16 14:00,rdc vie du citoyen,72
Rennes les champs libres,2012-05-16 14:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-05-16 15:00,rdc retour,19
Rennes les champs libres,2012-05-16 15:00,rdc 2,14
Rennes les champs libres,2012-05-16 15:00,rdc 3,246
Rennes les champs libres,2012-05-16 15:00,rdc 4,61
Rennes les champs libres,2012-05-16 15:00,rdc vie du citoyen,71
Rennes les champs libres,2012-05-16 15:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-05-16 16:00,rdc retour,28
Rennes les champs libres,2012-05-16 16:00,rdc 2,4
Rennes les champs libres,2012-05-16 16:00,rdc 3,211
Rennes les champs libres,2012-05-16 16:00,rdc 4,55
Rennes les champs libres,2012-05-16 16:00,rdc vie du citoyen,59
Rennes les champs libres,2012-05-16 16:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-05-16 17:00,rdc retour,22
Rennes les champs libres,2012-05-16 17:00,rdc 2,13
Rennes les champs libres,2012-05-16 17:00,rdc 3,202
Rennes les champs libres,2012-05-16 17:00,rdc 4,45
Rennes les champs libres,2012-05-16 17:00,rdc vie du citoyen,67
Rennes les champs libres,2012-05-16 17:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-16 18:00,rdc retour,18
Rennes les champs libres,2012-05-16 18:00,rdc 2,5
Rennes les champs libres,2012-05-16 18:00,rdc 3,127
Rennes les champs libres,2012-05-16 18:00,rdc 4,37
Rennes les champs libres,2012-05-16 18:00,rdc vie du citoyen,42
Rennes les champs libres,2012-05-16 18:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-18 12:00,rdc retour,10
Rennes les champs libres,2012-05-18 12:00,rdc 2,2
Rennes les champs libres,2012-05-18 12:00,rdc 3,133
Rennes les champs libres,2012-05-18 12:00,rdc 4,24
Rennes les champs libres,2012-05-18 12:00,rdc vie du citoyen,44
Rennes les champs libres,2012-05-18 12:00,1er etage vie du citoyen,5
Rennes les champs libres,2012-05-18 13:00,rdc retour,9
Rennes les champs libres,2012-05-18 13:00,rdc 2,3
Rennes les champs libres,2012-05-18 13:00,rdc 3,135
Rennes les champs libres,2012-05-18 13:00,rdc 4,45
Rennes les champs libres,2012-05-18 13:00,rdc vie du citoyen,64
Rennes les champs libres,2012-05-18 13:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-18 14:00,rdc retour,19
Rennes les champs libres,2012-05-18 14:00,rdc 2,8
Rennes les champs libres,2012-05-18 14:00,rdc 3,270
Rennes les champs libres,2012-05-18 14:00,rdc 4,67
Rennes les champs libres,2012-05-18 14:00,rdc vie du citoyen,95
Rennes les champs libres,2012-05-18 14:00,1er etage vie du citoyen,22
Rennes les champs libres,2012-05-18 15:00,rdc retour,44
Rennes les champs libres,2012-05-18 15:00,rdc 2,8
Rennes les champs libres,2012-05-18 15:00,rdc 3,347
Rennes les champs libres,2012-05-18 15:00,rdc 4,99
Rennes les champs libres,2012-05-18 15:00,rdc vie du citoyen,99
Rennes les champs libres,2012-05-18 15:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-05-18 16:00,rdc retour,50
Rennes les champs libres,2012-05-18 16:00,rdc 2,8
Rennes les champs libres,2012-05-18 16:00,rdc 3,323
Rennes les champs libres,2012-05-18 16:00,rdc 4,91
Rennes les champs libres,2012-05-18 16:00,rdc vie du citoyen,96
Rennes les champs libres,2012-05-18 16:00,1er etage vie du citoyen,29
Rennes les champs libres,2012-05-18 17:00,rdc retour,23
Rennes les champs libres,2012-05-18 17:00,rdc 2,12
Rennes les champs libres,2012-05-18 17:00,rdc 3,276
Rennes les champs libres,2012-05-18 17:00,rdc 4,76
Rennes les champs libres,2012-05-18 17:00,rdc vie du citoyen,105
Rennes les champs libres,2012-05-18 17:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-05-18 18:00,rdc retour,13
Rennes les champs libres,2012-05-18 18:00,rdc 2,11
Rennes les champs libres,2012-05-18 18:00,rdc 3,122
Rennes les champs libres,2012-05-18 18:00,rdc 4,45
Rennes les champs libres,2012-05-18 18:00,rdc vie du citoyen,54
Rennes les champs libres,2012-05-18 18:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-19 14:00,rdc retour,22
Rennes les champs libres,2012-05-19 14:00,rdc 2,10
Rennes les champs libres,2012-05-19 14:00,rdc 3,262
Rennes les champs libres,2012-05-19 14:00,rdc 4,73
Rennes les champs libres,2012-05-19 14:00,rdc vie du citoyen,78
Rennes les champs libres,2012-05-19 14:00,1er etage vie du citoyen,35
Rennes les champs libres,2012-05-19 15:00,rdc retour,26
Rennes les champs libres,2012-05-19 15:00,rdc 2,11
Rennes les champs libres,2012-05-19 15:00,rdc 3,263
Rennes les champs libres,2012-05-19 15:00,rdc 4,87
Rennes les champs libres,2012-05-19 15:00,rdc vie du citoyen,103
Rennes les champs libres,2012-05-19 15:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-19 16:00,rdc retour,25
Rennes les champs libres,2012-05-19 16:00,rdc 2,17
Rennes les champs libres,2012-05-19 16:00,rdc 3,349
Rennes les champs libres,2012-05-19 16:00,rdc 4,118
Rennes les champs libres,2012-05-19 16:00,rdc vie du citoyen,109
Rennes les champs libres,2012-05-19 16:00,1er etage vie du citoyen,32
Rennes les champs libres,2012-05-19 17:00,rdc retour,26
Rennes les champs libres,2012-05-19 17:00,rdc 2,9
Rennes les champs libres,2012-05-19 17:00,rdc 3,280
Rennes les champs libres,2012-05-19 17:00,rdc 4,118
Rennes les champs libres,2012-05-19 17:00,rdc vie du citoyen,85
Rennes les champs libres,2012-05-19 17:00,1er etage vie du citoyen,31
Rennes les champs libres,2012-05-19 18:00,rdc retour,12
Rennes les champs libres,2012-05-19 18:00,rdc 2,6
Rennes les champs libres,2012-05-19 18:00,rdc 3,160
Rennes les champs libres,2012-05-19 18:00,rdc 4,60
Rennes les champs libres,2012-05-19 18:00,rdc vie du citoyen,69
Rennes les champs libres,2012-05-19 18:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-20 14:00,rdc retour,16
Rennes les champs libres,2012-05-20 14:00,rdc 2,5
Rennes les champs libres,2012-05-20 14:00,rdc 3,294
Rennes les champs libres,2012-05-20 14:00,rdc 4,78
Rennes les champs libres,2012-05-20 14:00,rdc vie du citoyen,108
Rennes les champs libres,2012-05-20 14:00,1er etage vie du citoyen,38
Rennes les champs libres,2012-05-20 15:00,rdc retour,28
Rennes les champs libres,2012-05-20 15:00,rdc 2,9
Rennes les champs libres,2012-05-20 15:00,rdc 3,261
Rennes les champs libres,2012-05-20 15:00,rdc 4,100
Rennes les champs libres,2012-05-20 15:00,rdc vie du citoyen,106
Rennes les champs libres,2012-05-20 15:00,1er etage vie du citoyen,35
Rennes les champs libres,2012-05-20 16:00,rdc retour,21
Rennes les champs libres,2012-05-20 16:00,rdc 2,8
Rennes les champs libres,2012-05-20 16:00,rdc 3,353
Rennes les champs libres,2012-05-20 16:00,rdc 4,119
Rennes les champs libres,2012-05-20 16:00,rdc vie du citoyen,121
Rennes les champs libres,2012-05-20 16:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-05-20 17:00,rdc retour,25
Rennes les champs libres,2012-05-20 17:00,rdc 2,9
Rennes les champs libres,2012-05-20 17:00,rdc 3,241
Rennes les champs libres,2012-05-20 17:00,rdc 4,117
Rennes les champs libres,2012-05-20 17:00,rdc vie du citoyen,107
Rennes les champs libres,2012-05-20 17:00,1er etage vie du citoyen,42
Rennes les champs libres,2012-05-20 18:00,rdc retour,19
Rennes les champs libres,2012-05-20 18:00,rdc 2,8
Rennes les champs libres,2012-05-20 18:00,rdc 3,139
Rennes les champs libres,2012-05-20 18:00,rdc 4,87
Rennes les champs libres,2012-05-20 18:00,rdc vie du citoyen,76
Rennes les champs libres,2012-05-20 18:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-05-22 12:00,rdc retour,13
Rennes les champs libres,2012-05-22 12:00,rdc 2,5
Rennes les champs libres,2012-05-22 12:00,rdc 3,152
Rennes les champs libres,2012-05-22 12:00,rdc 4,39
Rennes les champs libres,2012-05-22 12:00,rdc vie du citoyen,71
Rennes les champs libres,2012-05-22 12:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-22 13:00,rdc retour,7
Rennes les champs libres,2012-05-22 13:00,rdc 2,2
Rennes les champs libres,2012-05-22 13:00,rdc 3,144
Rennes les champs libres,2012-05-22 13:00,rdc 4,59
Rennes les champs libres,2012-05-22 13:00,rdc vie du citoyen,63
Rennes les champs libres,2012-05-22 13:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-05-22 14:00,rdc retour,11
Rennes les champs libres,2012-05-22 14:00,rdc 2,1
Rennes les champs libres,2012-05-22 14:00,rdc 3,208
Rennes les champs libres,2012-05-22 14:00,rdc 4,69
Rennes les champs libres,2012-05-22 14:00,rdc vie du citoyen,73
Rennes les champs libres,2012-05-22 14:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-05-22 15:00,rdc retour,15
Rennes les champs libres,2012-05-22 15:00,rdc 2,3
Rennes les champs libres,2012-05-22 15:00,rdc 3,233
Rennes les champs libres,2012-05-22 15:00,rdc 4,44
Rennes les champs libres,2012-05-22 15:00,rdc vie du citoyen,90
Rennes les champs libres,2012-05-22 15:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-05-22 16:00,rdc retour,11
Rennes les champs libres,2012-05-22 16:00,rdc 2,6
Rennes les champs libres,2012-05-22 16:00,rdc 3,190
Rennes les champs libres,2012-05-22 16:00,rdc 4,69
Rennes les champs libres,2012-05-22 16:00,rdc vie du citoyen,102
Rennes les champs libres,2012-05-22 16:00,1er etage vie du citoyen,23
Rennes les champs libres,2012-05-22 17:00,rdc retour,13
Rennes les champs libres,2012-05-22 17:00,rdc 2,10
Rennes les champs libres,2012-05-22 17:00,rdc 3,233
Rennes les champs libres,2012-05-22 17:00,rdc 4,88
Rennes les champs libres,2012-05-22 17:00,rdc vie du citoyen,86
Rennes les champs libres,2012-05-22 17:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-22 18:00,rdc retour,7
Rennes les champs libres,2012-05-22 18:00,rdc 2,3
Rennes les champs libres,2012-05-22 18:00,rdc 3,211
Rennes les champs libres,2012-05-22 18:00,rdc 4,59
Rennes les champs libres,2012-05-22 18:00,rdc vie du citoyen,60
Rennes les champs libres,2012-05-22 18:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-05-22 19:00,rdc retour,7
Rennes les champs libres,2012-05-22 19:00,rdc 2,1
Rennes les champs libres,2012-05-22 19:00,rdc 3,162
Rennes les champs libres,2012-05-22 19:00,rdc 4,48
Rennes les champs libres,2012-05-22 19:00,rdc vie du citoyen,34
Rennes les champs libres,2012-05-22 19:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-22 20:00,rdc retour,6
Rennes les champs libres,2012-05-22 20:00,rdc 2,3
Rennes les champs libres,2012-05-22 20:00,rdc 3,59
Rennes les champs libres,2012-05-22 20:00,rdc 4,16
Rennes les champs libres,2012-05-22 20:00,rdc vie du citoyen,16
Rennes les champs libres,2012-05-22 20:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-23 12:00,rdc retour,15
Rennes les champs libres,2012-05-23 12:00,rdc 2,2
Rennes les champs libres,2012-05-23 12:00,rdc 3,167
Rennes les champs libres,2012-05-23 12:00,rdc 4,28
Rennes les champs libres,2012-05-23 12:00,rdc vie du citoyen,57
Rennes les champs libres,2012-05-23 12:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-05-23 13:00,rdc retour,17
Rennes les champs libres,2012-05-23 13:00,rdc 2,2
Rennes les champs libres,2012-05-23 13:00,rdc 3,196
Rennes les champs libres,2012-05-23 13:00,rdc 4,50
Rennes les champs libres,2012-05-23 13:00,rdc vie du citoyen,71
Rennes les champs libres,2012-05-23 13:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-05-23 14:00,rdc retour,25
Rennes les champs libres,2012-05-23 14:00,rdc 2,3
Rennes les champs libres,2012-05-23 14:00,rdc 3,229
Rennes les champs libres,2012-05-23 14:00,rdc 4,55
Rennes les champs libres,2012-05-23 14:00,rdc vie du citoyen,75
Rennes les champs libres,2012-05-23 14:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-05-23 15:00,rdc retour,31
Rennes les champs libres,2012-05-23 15:00,rdc 2,4
Rennes les champs libres,2012-05-23 15:00,rdc 3,263
Rennes les champs libres,2012-05-23 15:00,rdc 4,59
Rennes les champs libres,2012-05-23 15:00,rdc vie du citoyen,91
Rennes les champs libres,2012-05-23 15:00,1er etage vie du citoyen,23
Rennes les champs libres,2012-05-23 16:00,rdc retour,42
Rennes les champs libres,2012-05-23 16:00,rdc 2,11
Rennes les champs libres,2012-05-23 16:00,rdc 3,248
Rennes les champs libres,2012-05-23 16:00,rdc 4,62
Rennes les champs libres,2012-05-23 16:00,rdc vie du citoyen,91
Rennes les champs libres,2012-05-23 16:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-05-23 17:00,rdc retour,33
Rennes les champs libres,2012-05-23 17:00,rdc 2,18
Rennes les champs libres,2012-05-23 17:00,rdc 3,201
Rennes les champs libres,2012-05-23 17:00,rdc 4,64
Rennes les champs libres,2012-05-23 17:00,rdc vie du citoyen,79
Rennes les champs libres,2012-05-23 17:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-05-23 18:00,rdc retour,22
Rennes les champs libres,2012-05-23 18:00,rdc 2,6
Rennes les champs libres,2012-05-23 18:00,rdc 3,119
Rennes les champs libres,2012-05-23 18:00,rdc 4,24
Rennes les champs libres,2012-05-23 18:00,rdc vie du citoyen,46
Rennes les champs libres,2012-05-23 18:00,1er etage vie du citoyen,4
Rennes les champs libres,2012-05-24 12:00,rdc retour,12
Rennes les champs libres,2012-05-24 12:00,rdc 2,2
Rennes les champs libres,2012-05-24 12:00,rdc 3,132
Rennes les champs libres,2012-05-24 12:00,rdc 4,35
Rennes les champs libres,2012-05-24 12:00,rdc vie du citoyen,58
Rennes les champs libres,2012-05-24 12:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-24 13:00,rdc retour,10
Rennes les champs libres,2012-05-24 13:00,rdc 3,110
Rennes les champs libres,2012-05-24 13:00,rdc 4,39
Rennes les champs libres,2012-05-24 13:00,rdc vie du citoyen,57
Rennes les champs libres,2012-05-24 13:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-24 14:00,rdc retour,3
Rennes les champs libres,2012-05-24 14:00,rdc 2,1
Rennes les champs libres,2012-05-24 14:00,rdc 3,169
Rennes les champs libres,2012-05-24 14:00,rdc 4,53
Rennes les champs libres,2012-05-24 14:00,rdc vie du citoyen,82
Rennes les champs libres,2012-05-24 14:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-24 15:00,rdc retour,11
Rennes les champs libres,2012-05-24 15:00,rdc 3,154
Rennes les champs libres,2012-05-24 15:00,rdc 4,53
Rennes les champs libres,2012-05-24 15:00,rdc vie du citoyen,79
Rennes les champs libres,2012-05-24 15:00,1er etage vie du citoyen,6
Rennes les champs libres,2012-05-24 16:00,rdc retour,8
Rennes les champs libres,2012-05-24 16:00,rdc 2,3
Rennes les champs libres,2012-05-24 16:00,rdc 3,142
Rennes les champs libres,2012-05-24 16:00,rdc 4,50
Rennes les champs libres,2012-05-24 16:00,rdc vie du citoyen,76
Rennes les champs libres,2012-05-24 16:00,1er etage vie du citoyen,24
